region_order,regioncode,period,weekend_date,cw_sales,py_sales,sales_growth,cw_traffic,py_traffic,traffic_growth,closing_ratio,py_reported,py_closing_ratio,rank,TIV
2,36,201705,5/21/2017,747,762,-0.0197,2008,2420.000041,-0.170247948,0.372,847,0.349999994,3,-0.013980699
3,34,201705,5/21/2017,2079,2173,-0.0433,5866,6755.882282,-0.131719625,0.3544,2297,0.340000004,3,-0.036872144
4,24,201705,5/21/2017,894,848,0.0542,2118,2289.473713,-0.074896563,0.4221,870,0.379999995,3,-0.015871423
5,32,201705,5/21/2017,1315,1379,-0.0464,3951,4142.857213,-0.046310361,0.3328,1450,0.349999994,3,-0.062611081
6,42,201705,5/21/2017,752,625,0.2032,1942,1928.571461,0.006962946,0.3872,675,0.349999994,3,0.026954565
7,48,201705,5/21/2017,234,240,-0.025,839,929.6295927,-0.097490004,0.2789,251,0.270000011,3,0.009796836
8,44,201705,5/21/2017,1291,1507,-0.1433,4030,4837.500108,-0.166925083,0.3203,1548,0.319999993,3,-0.030926242
1,26,201705,5/28/2017,2968,3265,-0.091,6007,5280.00014,0.137689364,0.4941,2376,0.449999988,4,-0.006540287
2,36,201705,5/28/2017,1601,1743,-0.0815,3850,3645.714348,0.056034465,0.4158,1276,0.349999994,4,-0.013980699
3,34,201705,5/28/2017,3820,3904,-0.0215,9363,8132.352856,0.151327318,0.408,2765,0.340000004,4,-0.036872144
4,24,201705,5/28/2017,1558,1678,-0.0715,3617,3260.526357,0.109330091,0.4307,1239,0.379999995,4,-0.015871423
5,32,201705,5/28/2017,2862,2888,-0.009,7421,5734.285812,0.294145469,0.3857,2007,0.349999994,4,-0.062611081
6,42,201705,5/28/2017,1412,1299,0.087,3305,2845.714334,0.161395563,0.4272,996,0.349999994,4,0.026954565
7,48,201705,5/28/2017,395,400,-0.0125,1211,1151.851806,0.051350524,0.3262,311,0.270000011,4,0.009796836
8,44,201705,5/28/2017,2959,3204,-0.0765,7654,7306.250163,0.047596213,0.3866,2338,0.319999993,4,-0.030926242
1,26,201706,6/4/2017,721,772,-0.0661,1779,2022.222276,-0.120274749,0.4053,910,0.449999988,1,0.002994162
2,36,201706,6/4/2017,487,531,-0.0829,1474,1782.857173,-0.173237194,0.3304,624,0.349999994,1,-0.008062082
3,34,201706,6/4/2017,1499,1358,0.1038,4388,4408.823483,-0.004723138,0.3416,1499,0.340000004,1,-0.021929117
4,24,201706,6/4/2017,515,437,0.1785,1438,1323.684227,0.086361815,0.3581,503,0.379999995,1,0.003104562
5,32,201706,6/4/2017,867,820,0.0573,2836,2568.571472,0.104115665,0.3057,899,0.349999994,1,-0.050597616
6,42,201706,6/4/2017,498,468,0.0641,1593,1497.142883,0.064026699,0.3126,524,0.349999994,1,0.026104322
7,48,201706,6/4/2017,159,164,-0.0305,520,611.1110868,-0.149090875,0.3058,165,0.270000011,1,0.023801296
8,44,201706,6/4/2017,997,1055,-0.055,3416,3581.25008,-0.046143128,0.2919,1146,0.319999993,1,0.010517869
1,26,201706,6/11/2017,989,1031,-0.0407,2293,2735.555628,-0.161779064,0.4313,1231,0.449999988,2,0.002994162
2,36,201706,6/11/2017,538,583,-0.0772,1625,1862.857175,-0.127684064,0.3311,652,0.349999994,2,-0.008062082
3,34,201706,6/11/2017,1663,1640,0.014,4670,5364.705826,-0.129495605,0.3561,1824,0.340000004,2,-0.021929117
4,24,201706,6/11/2017,536,594,-0.0976,1494,1544.736861,-0.032844987,0.3588,587,0.379999995,2,0.003104562
5,32,201706,6/11/2017,1111,1145,-0.0297,3538,3428.571487,0.031916649,0.314,1200,0.349999994,2,-0.050597616
6,42,201706,6/11/2017,555,544,0.0202,1813,1771.428602,0.023467725,0.3061,620,0.349999994,2,0.026104322
7,48,201706,6/11/2017,192,207,-0.0725,724,777.7777469,-0.06914282,0.2652,210,0.270000011,2,0.023801296
8,44,201706,6/11/2017,963,1161,-0.1705,3450,3862.500086,-0.106796136,0.2791,1236,0.319999993,2,0.010517869
1,26,201706,6/18/2017,1100,1121,-0.0187,2508,2784.444518,-0.099281748,0.4386,1253,0.449999988,3,0.002994162
2,36,201706,6/18/2017,665,716,-0.0712,1755,2228.571467,-0.212500013,0.3789,780,0.349999994,3,-0.008062082
3,34,201706,6/18/2017,1768,1799,-0.0172,5017,5591.176412,-0.10269331,0.3524,1901,0.340000004,3,-0.021929117
4,24,201706,6/18/2017,658,686,-0.0408,1757,1963.157919,-0.105013416,0.3745,746,0.379999995,3,0.003104562
5,32,201706,6/18/2017,1280,1322,-0.0318,4175,4128.571499,0.011245658,0.3066,1445,0.349999994,3,-0.050597616
6,42,201706,6/18/2017,624,660,-0.0545,1909,2028.571463,-0.058943678,0.3269,710,0.349999994,3,0.026104322
7,48,201706,6/18/2017,195,230,-0.1522,626,855.5555216,-0.268311659,0.3115,231,0.270000011,3,0.023801296
8,44,201706,6/18/2017,946,1134,-0.1658,3247,3809.375085,-0.147629223,0.2913,1219,0.319999993,3,0.010517869
1,26,201706,6/25/2017,1579,1497,0.0548,3222,3751.11121,-0.141054525,0.4901,1688,0.449999988,4,0.002994162
2,36,201706,6/25/2017,802,859,-0.0664,2110,2705.714332,-0.220168968,0.3801,947,0.349999994,4,-0.008062082
3,34,201706,6/25/2017,2172,2238,-0.0295,6187,6979.411691,-0.1135356,0.3511,2373,0.340000004,4,-0.021929117
4,24,201706,6/25/2017,792,881,-0.101,2132,2523.684242,-0.155203347,0.3715,959,0.379999995,4,0.003104562
5,32,201706,6/25/2017,1399,1488,-0.0598,4268,4497.142934,-0.050953002,0.3278,1574,0.349999994,4,-0.050597616
6,42,201706,6/25/2017,721,770,-0.0636,1935,2382.857183,-0.187949654,0.3726,834,0.349999994,4,0.026104322
7,48,201706,6/25/2017,232,262,-0.1145,787,977.7777389,-0.195113604,0.2948,264,0.270000011,4,0.023801296
8,44,201706,6/25/2017,1261,1522,-0.1715,4064,4937.50011,-0.176911411,0.3103,1580,0.319999993,4,0.010517869
1,26,201707,7/2/2017,955,853,0.1196,2015,2137.777834,-0.057432457,0.4739,962,0.449999988,1,0.014526197
2,36,201707,7/2/2017,730,606,0.2046,1826,1862.857175,-0.019785293,0.3998,652,0.349999994,1,-0.025153261
3,34,201707,7/2/2017,2633,2096,0.2562,6497,6344.11758,0.024098295,0.4053,2157,0.340000004,1,-0.031908271
4,24,201707,7/2/2017,553,505,0.095,1265,1278.947384,-0.010905362,0.4372,486,0.379999995,1,0.001018999
5,32,201707,7/2/2017,1454,1293,0.1245,4102,3577.142918,0.14672522,0.3545,1252,0.349999994,1,-0.05595362
6,42,201707,7/2/2017,874,777,0.1248,2082,2145.714322,-0.029693758,0.4198,751,0.349999994,1,0.004886678
7,48,201707,7/2/2017,227,224,0.0134,620,792.5925611,-0.217756978,0.3661,214,0.270000011,1,0.048427293
8,44,201707,7/2/2017,1964,2164,-0.0924,5140,6618.750148,-0.223418337,0.3821,2118,0.319999993,1,-0.020800483
1,26,201707,7/9/2017,962,899,0.0701,2281,2317.777839,-0.015867715,0.4217,1043,0.449999988,2,0.014526197
2,36,201707,7/9/2017,564,552,0.0217,1775,1774.285745,0.000402559,0.3177,621,0.349999994,2,-0.025153261
3,34,201707,7/9/2017,1625,1686,-0.0362,4972,5435.29406,-0.085238086,0.3268,1848,0.340000004,2,-0.031908271
4,24,201707,7/9/2017,550,567,-0.03,1522,1686.842126,-0.09772232,0.3614,641,0.379999995,2,0.001018999
5,32,201707,7/9/2017,981,1045,-0.0612,3279,3245.714341,0.010255264,0.2992,1136,0.349999994,2,-0.05595362
6,42,201707,7/9/2017,556,543,0.0239,1623,1745.714315,-0.070294615,0.3426,611,0.349999994,2,0.004886678
7,48,201707,7/9/2017,194,187,0.0374,720,737.0370077,-0.023115539,0.2694,199,0.270000011,2,0.048427293
8,44,201707,7/9/2017,978,1177,-0.1691,3168,4034.37509,-0.214748275,0.3087,1291,0.319999993,2,-0.020800483
1,26,201707,7/16/2017,1117,1037,0.0771,2457,2584.444513,-0.049312149,0.4546,1163,0.449999988,3,0.014526197
2,36,201707,7/16/2017,701,662,0.0589,1934,2128.571465,-0.091409411,0.3625,745,0.349999994,3,-0.025153261
3,34,201707,7/16/2017,1741,1712,0.0169,5309,5408.823473,-0.018455672,0.3279,1839,0.340000004,3,-0.031908271
4,24,201707,7/16/2017,637,668,-0.0464,1720,1897.368445,-0.093481287,0.3703,721,0.379999995,3,0.001018999
5,32,201707,7/16/2017,1326,1377,-0.037,4014,4288.571502,-0.064024,0.3303,1501,0.349999994,3,-0.05595362
6,42,201707,7/16/2017,673,584,0.1524,1937,1971.428605,-0.017463785,0.3474,690,0.349999994,3,0.004886678
7,48,201707,7/16/2017,231,221,0.0452,768,866.6666322,-0.113846119,0.3008,234,0.270000011,3,0.048427293
8,44,201707,7/16/2017,1083,1272,-0.1486,3582,4228.125095,-0.152815983,0.3023,1353,0.319999993,3,-0.020800483
1,26,201707,7/23/2017,1285,1329,-0.0331,2774,3211.111196,-0.13612459,0.4632,1445,0.449999988,4,0.014526197
2,36,201707,7/23/2017,691,734,-0.0586,1960,2425.714327,-0.191990591,0.3526,849,0.349999994,4,-0.025153261
3,34,201707,7/23/2017,1751,1966,-0.1094,5284,6158.823465,-0.142043926,0.3314,2094,0.340000004,4,-0.031908271
4,24,201707,7/23/2017,691,803,-0.1395,1764,2278.947397,-0.225958439,0.3917,866,0.379999995,4,0.001018999
5,32,201707,7/23/2017,1297,1316,-0.0144,3905,4117.142927,-0.051526734,0.3321,1441,0.349999994,4,-0.05595362
6,42,201707,7/23/2017,634,685,-0.0745,1819,2185.714323,-0.167777792,0.3485,765,0.349999994,4,0.004886678
7,48,201707,7/23/2017,228,229,-0.0044,813,892.5925571,-0.089170088,0.2804,241,0.270000011,4,0.048427293
8,44,201707,7/23/2017,1115,1300,-0.1423,3436,4431.250099,-0.224598043,0.3245,1418,0.319999993,4,-0.020800483
1,26,201707,7/30/2017,2064,2641,-0.2185,4198,4928.889019,-0.148286767,0.4917,2218,0.449999988,5,0.014526197
2,36,201707,7/30/2017,932,1276,-0.2696,2389,3468.571488,-0.311243834,0.3901,1214,0.349999994,5,-0.025153261
3,34,201707,7/30/2017,2583,2988,-0.1355,6849,8467.64697,-0.191156643,0.3771,2879,0.340000004,5,-0.031908271
4,24,201707,7/30/2017,1081,1458,-0.2586,2609,3489.473728,-0.252322785,0.4143,1326,0.379999995,5,0.001018999
5,32,201707,7/30/2017,1734,2109,-0.1778,4765,5880.0001,-0.189625864,0.3639,2058,0.349999994,5,-0.05595362
6,42,201707,7/30/2017,713,961,-0.2581,2023,2677.142903,-0.244343663,0.3524,937,0.349999994,5,0.004886678
7,48,201707,7/30/2017,297,337,-0.1187,870,1185.185138,-0.265937471,0.3414,320,0.270000011,5,0.048427293
8,44,201707,7/30/2017,1364,1607,-0.1512,4053,5187.500116,-0.218698813,0.3365,1660,0.319999993,5,-0.020800483
1,26,201708,8/6/2017,875,899,-0.0267,2092,2240.000059,-0.066071453,0.4183,1008,0.449999988,1,-0.035533753
2,36,201708,8/6/2017,511,581,-0.1205,1667,1957.14289,-0.14824819,0.3065,685,0.349999994,1,-0.055572182
3,34,201708,8/6/2017,1568,1717,-0.0868,4938,5620.588176,-0.121444261,0.3175,1911,0.340000004,1,-0.058278766
4,24,201708,8/6/2017,499,554,-0.0993,1521,1647.368442,-0.076709277,0.3281,626,0.379999995,1,-0.027355842
5,32,201708,8/6/2017,1084,1260,-0.1397,3554,3965.714353,-0.103818459,0.305,1388,0.349999994,1,-0.122958347
6,42,201708,8/6/2017,457,515,-0.1126,1604,1740.00003,-0.078160935,0.2849,609,0.349999994,1,-0.039550422
7,48,201708,8/6/2017,165,193,-0.1451,645,740.7407113,-0.129249965,0.2558,200,0.270000011,1,-0.001578287
8,44,201708,8/6/2017,949,1144,-0.1705,3319,3843.750086,-0.136520345,0.2859,1230,0.319999993,1,-0.056514858
1,26,201708,8/13/2017,1108,1074,0.0317,2563,2655.555626,-0.034853582,0.4323,1195,0.449999988,2,-0.035533753
2,36,201708,8/13/2017,590,633,-0.0679,1735,2100.000036,-0.173809538,0.3401,735,0.349999994,2,-0.055572182
3,34,201708,8/13/2017,1745,2107,-0.1718,5424,6582.352872,-0.175978544,0.3217,2238,0.340000004,2,-0.058278766
4,24,201708,8/13/2017,684,725,-0.0566,1847,2123.684237,-0.130285017,0.3703,807,0.379999995,2,-0.027355842
5,32,201708,8/13/2017,1166,1299,-0.1024,3533,3894.285781,-0.09277331,0.33,1363,0.349999994,2,-0.122958347
6,42,201708,8/13/2017,532,589,-0.0968,1516,1957.14289,-0.225401473,0.3509,685,0.349999994,2,-0.039550422
7,48,201708,8/13/2017,206,226,-0.0885,680,870.3703358,-0.218723373,0.3029,235,0.270000011,2,-0.001578287
8,44,201708,8/13/2017,974,1300,-0.2508,3271,4287.500096,-0.237084565,0.2978,1372,0.319999993,2,-0.056514858
1,26,201708,8/20/2017,1392,1332,0.045,3055,3173.333417,-0.037289941,0.4556,1428,0.449999988,3,-0.035533753
2,36,201708,8/20/2017,650,763,-0.1481,1936,2371.428612,-0.183614472,0.3357,830,0.349999994,3,-0.055572182
3,34,201708,8/20/2017,1981,2190,-0.0954,5810,7129.41169,-0.185065998,0.341,2424,0.340000004,3,-0.058278766
4,24,201708,8/20/2017,739,897,-0.1761,1971,2526.315821,-0.21981251,0.3749,960,0.379999995,3,-0.027355842
5,32,201708,8/20/2017,1445,1543,-0.0635,3996,4708.571509,-0.151334966,0.3616,1648,0.349999994,3,-0.122958347
6,42,201708,8/20/2017,616,693,-0.1111,1871,2197.142895,-0.148439546,0.3292,769,0.349999994,3,-0.039550422
7,48,201708,8/20/2017,228,245,-0.0694,697,959.2592211,-0.273397655,0.3271,259,0.270000011,3,-0.001578287
8,44,201708,8/20/2017,1042,1332,-0.2177,3514,4418.750099,-0.204752493,0.2965,1414,0.319999993,3,-0.056514858
1,26,201708,8/27/2017,1648,1754,-0.0604,3602,4084.444553,-0.118117542,0.4575,1838,0.449999988,4,-0.035533753
2,36,201708,8/27/2017,865,976,-0.1137,2266,2965.714336,-0.235934502,0.3817,1038,0.349999994,4,-0.055572182
3,34,201708,8/27/2017,2178,2674,-0.1855,6164,8341.176383,-0.261015507,0.3533,2836,0.340000004,4,-0.058278766
4,24,201708,8/27/2017,946,1142,-0.1716,2395,3126.315829,-0.233922569,0.395,1188,0.379999995,4,-0.027355842
5,32,201708,8/27/2017,1201,1625,-0.2609,3366,4962.857227,-0.32176167,0.3568,1737,0.349999994,4,-0.122958347
6,42,201708,8/27/2017,632,794,-0.204,1739,2480.000042,-0.298790335,0.3634,868,0.349999994,4,-0.039550422
7,48,201708,8/27/2017,303,328,-0.0762,900,1188.888842,-0.242990624,0.3367,321,0.270000011,4,-0.001578287
8,44,201708,8/27/2017,1096,1541,-0.2888,3467,5168.750116,-0.329238225,0.3161,1654,0.319999993,4,-0.056514858
1,26,201709,9/3/2017,1725,1890,-0.0873,3620,4551.111232,-0.204589865,0.4765,2048,0.449999988,1,0.008325078
2,36,201709,9/3/2017,882,1118,-0.2111,2245,3328.571485,-0.325536492,0.3929,1165,0.349999994,1,-0.03308336
3,34,201709,9/3/2017,2673,3258,-0.1796,7496,10261.7646,-0.269521345,0.3566,3489,0.340000004,1,-0.056290558
4,24,201709,9/3/2017,990,1257,-0.2124,2500,3463.157938,-0.278115511,0.396,1316,0.379999995,1,-0.004678945
5,32,201709,9/3/2017,2010,2406,-0.1646,5780,7280.000124,-0.20604397,0.3478,2548,0.349999994,1,-0.135349539
6,42,201709,9/3/2017,1059,1133,-0.0653,2773,3517.142917,-0.211575968,0.3819,1231,0.349999994,1,-0.019352868
7,48,201709,9/3/2017,352,457,-0.2298,1016,1622.222158,-0.373698605,0.3465,438,0.270000011,1,0.042666839
8,44,201709,9/3/2017,2153,3040,-0.2918,6127,9978.125223,-0.385956794,0.3514,3193,0.319999993,1,-0.067681366
1,26,201709,9/10/2017,977,907,0.0772,2336,2473.333399,-0.055525631,0.4182,1113,0.449999988,2,0.008325078
2,36,201709,9/10/2017,522,605,-0.1372,1524,1931.428604,-0.210946759,0.3425,676,0.349999994,2,-0.03308336
3,34,201709,9/10/2017,741,905,-0.1812,2227,2961.764675,-0.248083408,0.3327,1007,0.340000004,2,-0.056290558
4,24,201709,9/10/2017,554,566,-0.0212,1420,1705.263179,-0.167283961,0.3901,648,0.379999995,2,-0.004678945
5,32,201709,9/10/2017,1117,1150,-0.0287,3515,3611.428633,-0.026700966,0.3178,1264,0.349999994,2,-0.135349539
6,42,201709,9/10/2017,497,495,0.004,1503,1691.4286,-0.111402042,0.3307,592,0.349999994,2,-0.019352868
7,48,201709,9/10/2017,171,197,-0.132,599,788.8888575,-0.240704195,0.2855,213,0.270000011,2,0.042666839
8,44,201709,9/10/2017,948,1143,-0.1706,3168,3890.625087,-0.185734958,0.2992,1245,0.319999993,2,-0.067681366
1,26,201709,9/17/2017,1253,1227,0.0212,2752,3077.777859,-0.105848399,0.4553,1385,0.449999988,3,0.008325078
2,36,201709,9/17/2017,611,671,-0.0894,1642,2100.000036,-0.218095251,0.3721,735,0.349999994,3,-0.03308336
3,34,201709,9/17/2017,1654,1952,-0.1527,5190,6282.352875,-0.173876396,0.3187,2136,0.340000004,3,-0.056290558
4,24,201709,9/17/2017,718,748,-0.0401,1929,2157.894764,-0.106073182,0.3722,820,0.379999995,3,-0.004678945
5,32,201709,9/17/2017,1292,1307,-0.0115,3663,3962.85721,-0.075666923,0.3527,1387,0.349999994,3,-0.135349539
6,42,201709,9/17/2017,572,616,-0.0714,1824,2042.857178,-0.107132882,0.3136,715,0.349999994,3,-0.019352868
7,48,201709,9/17/2017,226,234,-0.0342,793,851.851818,-0.06908692,0.285,230,0.270000011,3,0.042666839
8,44,201709,9/17/2017,931,1142,-0.1848,3066,3937.500088,-0.221333351,0.3037,1260,0.319999993,3,-0.067681366
1,26,201709,9/24/2017,1445,1447,-0.0014,3154,3540.000094,-0.109039572,0.4581,1593,0.449999988,4,0.008325078
2,36,201709,9/24/2017,726,823,-0.1179,1882,2588.571473,-0.27295807,0.3858,906,0.349999994,4,-0.03308336
3,34,201709,9/24/2017,1950,2192,-0.1104,5710,6855.882281,-0.167138558,0.3415,2331,0.340000004,4,-0.056290558
4,24,201709,9/24/2017,808,888,-0.0901,2003,2557.894769,-0.216934166,0.4034,972,0.379999995,4,-0.004678945
5,32,201709,9/24/2017,1592,1482,0.0742,4427,4462.857219,-0.008034588,0.3596,1562,0.349999994,4,-0.135349539
6,42,201709,9/24/2017,584,652,-0.1043,1800,2105.714322,-0.14518319,0.3244,737,0.349999994,4,-0.019352868
7,48,201709,9/24/2017,271,262,0.0344,731,1014.814774,-0.279671504,0.3707,274,0.270000011,4,0.042666839
8,44,201709,9/24/2017,1128,1411,-0.2006,3743,4721.875106,-0.207306437,0.3014,1511,0.319999993,4,-0.067681366
1,26,201709,10/1/2017,1687,1412,0.1948,3523,3435.555647,0.025452754,0.4789,1546,0.449999988,5,0.008325078
2,36,201709,10/1/2017,791,796,-0.0063,1964,2474.285756,-0.206235579,0.4027,866,0.349999994,5,-0.03308336
3,34,201709,10/1/2017,2346,2238,0.0483,5960,7020.588161,-0.151068278,0.3936,2387,0.340000004,5,-0.056290558
4,24,201709,10/1/2017,1046,900,0.1622,2431,2571.052664,-0.054472888,0.4303,977,0.379999995,5,-0.004678945
5,32,201709,10/1/2017,1666,1372,0.2143,4420,4140.000071,0.067632832,0.3769,1449,0.349999994,5,-0.135349539
6,42,201709,10/1/2017,637,568,0.1215,1649,1797.142888,-0.082432448,0.3863,629,0.349999994,5,-0.019352868
7,48,201709,10/1/2017,262,247,0.0607,662,962.9629247,-0.312538434,0.3958,260,0.270000011,5,0.042666839
8,44,201709,10/1/2017,1165,1328,-0.1227,3417,4418.750099,-0.226704402,0.3409,1414,0.319999993,5,-0.067681366
1,26,201710,10/8/2017,999,1059,-0.0567,2392,2680.000071,-0.10746271,0.4176,1206,0.449999988,1,-0.025362627
2,36,201710,10/8/2017,491,433,0.1339,1304,1434.285739,-0.090836669,0.3765,502,0.349999994,1,-0.055518397
3,34,201710,10/8/2017,1385,1270,0.0906,4151,4235.294073,-0.019902767,0.3337,1440,0.340000004,1,-0.022196655
4,24,201710,10/8/2017,547,672,-0.186,1555,2023.684236,-0.231599489,0.3518,769,0.379999995,1,-0.022472791
5,32,201710,10/8/2017,1059,1157,-0.0847,3255,3517.142917,-0.074532916,0.3253,1231,0.349999994,1,-0.10517446
6,42,201710,10/8/2017,460,516,-0.1085,1412,1688.571457,-0.1637902,0.3258,591,0.349999994,1,-0.006667903
7,48,201710,10/8/2017,165,182,-0.0934,576,688.8888615,-0.163870935,0.2865,186,0.270000011,1,0.034230837
8,44,201710,10/8/2017,844,1096,-0.2299,3019,3715.625083,-0.1874853,0.2796,1189,0.319999993,1,-0.014467513
1,26,201710,10/15/2017,1311,1291,0.0155,3039,3097.77786,-0.018974201,0.4314,1394,0.449999988,2,-0.025362627
2,36,201710,10/15/2017,595,669,-0.1106,1693,2108.571464,-0.197086735,0.3514,738,0.349999994,2,-0.055518397
3,34,201710,10/15/2017,1876,1801,0.0416,5345,5797.058763,-0.077980711,0.351,1971,0.340000004,2,-0.022196655
4,24,201710,10/15/2017,630,770,-0.1818,1700,2200.000028,-0.227272737,0.3706,836,0.379999995,2,-0.022472791
5,32,201710,10/15/2017,1293,1259,0.027,3825,3942.85721,-0.029891321,0.338,1380,0.349999994,2,-0.10517446
6,42,201710,10/15/2017,568,599,-0.0518,1702,1877.142889,-0.093302907,0.3337,657,0.349999994,2,-0.006667903
7,48,201710,10/15/2017,202,217,-0.0691,655,766.6666362,-0.14565214,0.3084,207,0.270000011,2,0.034230837
8,44,201710,10/15/2017,870,1050,-0.1714,3050,3650.000082,-0.16438358,0.2852,1168,0.319999993,2,-0.014467513
1,26,201710,10/22/2017,1263,1038,0.2168,2725,2600.000069,0.048076895,0.4635,1170,0.449999988,3,-0.025362627
2,36,201710,10/22/2017,593,620,-0.0435,1652,1965.714319,-0.159593038,0.359,688,0.349999994,3,-0.055518397
3,34,201710,10/22/2017,1801,1824,-0.0126,5246,5814.705821,-0.097804745,0.3433,1977,0.340000004,3,-0.022196655
4,24,201710,10/22/2017,676,720,-0.0611,1881,2094.736868,-0.102035187,0.3594,796,0.379999995,3,-0.022472791
5,32,201710,10/22/2017,1332,1246,0.069,3902,3988.571496,-0.021704888,0.3414,1396,0.349999994,3,-0.10517446
6,42,201710,10/22/2017,562,542,0.0369,1699,1780.00003,-0.045505634,0.3308,623,0.349999994,3,-0.006667903
7,48,201710,10/22/2017,186,196,-0.051,567,744.4444149,-0.238358179,0.328,201,0.270000011,3,0.034230837
8,44,201710,10/22/2017,991,1159,-0.145,3405,3962.500089,-0.140694026,0.291,1268,0.319999993,3,-0.014467513
